persona_id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30
s220,4,4,4,4,4,4,4,4,1,4,4,4,4,7,7,7,4,7,4,4,4,4,4,7,7,4,7,4,4,7
s221,7,7,7,7,5,1,2,7,7,7,7,7,7,7,7,1,4,7,7,4,4,7,4,7,7,7,6,7,7,7
s222,4,1,6,5,2,1,1,4,1,5,1,4,4,2,2,2,5,7,7,4,2,7,7,1,4,1,2,1,2,1
s223,4,7,7,7,7,1,2,7,2,5,1,7,4,7,7,1,5,7,7,4,4,7,7,7,7,7,6,1,7,7
s224,4,4,4,1,4,4,4,4,4,1,7,4,1,4,5,4,5,1,1,4,4,4,4,4,5,5,4,5,4,7
s225,4,5,5,4,4,1,2,7,2,5,7,4,4,6,1,1,7,7,4,4,4,7,4,7,5,6,5,7,7,1
s226,4,1,4,1,7,7,4,4,4,7,4,5,5,2,7,7,4,1,5,4,1,4,4,4,7,7,7,5,4,2
s227,4,4,2,2,4,1,4,4,2,2,4,1,4,2,4,4,4,2,4,2,3,4,4,2,4,4,4,2,2,4
s228,4,7,7,7,7,1,2,7,1,7,1,4,4,7,7,5,4,7,4,4,4,7,4,7,7,7,6,1,7,7
s229,4,1,7,5,7,1,1,1,1,7,7,7,1,2,2,2,1,7,7,4,4,7,1,7,7,1,1,2,1,6
s230,4,4,4,1,7,1,2,4,1,1,7,4,4,4,5,5,5,7,4,5,4,4,4,7,5,4,6,4,4,4
s231,4,4,4,4,4,4,4,4,1,4,4,4,1,1,7,7,4,1,1,5,4,4,7,7,5,4,4,4,4,7
s232,4,7,2,7,7,7,2,5,2,7,7,2,7,2,7,4,5,2,1,2,2,4,2,7,7,4,1,7,4,5
s233,2,4,2,2,2,4,4,4,4,4,7,4,4,4,7,7,4,1,1,2,4,4,4,4,7,2,4,1,2,2
s234,4,1,5,1,4,7,7,4,4,4,7,5,1,7,7,5,4,1,5,4,4,5,7,4,5,4,4,4,4,4
s235,4,4,7,5,7,4,4,4,2,4,1,4,2,2,4,7,4,2,4,4,2,2,2,4,1,1,1,1,2,2
s236,4,2,5,1,1,7,7,6,1,4,7,4,4,2,7,7,4,2,4,2,2,4,4,7,1,1,7,1,2,4
s237,4,4,4,7,4,1,7,1,4,7,1,1,4,4,7,7,4,4,4,4,4,4,4,4,4,1,4,1,3,4
s238,4,4,2,1,4,7,7,2,1,4,1,4,4,3,7,7,4,6,4,1,3,4,6,2,2,1,4,1,2,4
s239,4,4,7,7,7,4,1,7,1,7,7,7,4,7,1,7,4,7,7,4,4,4,7,4,7,4,7,4,7,7
s240,4,7,7,7,7,1,1,7,2,5,1,7,4,7,1,1,7,7,7,4,4,7,7,7,4,4,1,2,7,7
s241,4,4,7,4,4,1,7,4,2,4,4,4,4,4,7,7,4,4,4,4,4,4,4,5,7,4,4,1,2,5
s242,4,1,6,6,6,1,2,1,2,7,2,7,2,2,2,6,6,2,2,2,2,4,6,6,7,2,2,2,2,6
s243,7,4,7,7,7,2,2,7,2,7,1,7,4,7,7,2,1,4,4,7,4,7,2,7,7,4,7,1,1,7
s244,4,4,4,4,2,1,4,4,2,4,1,4,4,2,2,6,6,4,4,2,4,4,2,6,7,1,4,2,2,3
s245,4,4,1,1,7,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,7
s246,4,1,4,1,4,7,2,4,7,1,7,4,4,7,7,7,5,7,4,4,4,4,7,7,7,7,4,4,7,5
s247,4,4,5,4,1,1,4,2,4,4,1,4,4,1,2,6,5,4,4,4,4,4,2,2,7,1,4,1,2,3
s248,4,4,4,4,4,1,4,4,4,4,4,4,4,2,7,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4
s249,4,7,7,7,1,7,1,7,1,7,1,7,7,4,4,4,4,7,7,4,4,7,1,4,7,4,6,4,7,7
s250,4,2,4,4,4,1,4,7,2,5,7,4,4,4,7,7,7,4,4,4,4,4,4,1,4,4,2,1,7,1
s251,4,1,7,7,7,1,4,7,1,4,7,4,7,7,1,1,7,4,7,4,4,7,7,7,7,4,4,7,7,7
s252,4,2,4,7,7,7,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,7,4,4,4,4,4
s253,4,7,4,7,7,1,2,4,2,7,7,7,4,7,1,1,4,7,7,4,4,7,4,7,7,7,6,7,7,7
s254,2,2,2,5,5,1,2,4,5,4,1,4,2,2,4,6,5,4,4,4,2,4,2,4,7,1,4,2,2,4
s255,4,7,7,7,4,1,7,7,7,7,7,4,4,7,1,5,5,7,7,4,4,7,7,7,5,4,6,7,7,7
s256,2,4,7,7,5,7,2,4,5,7,7,7,4,2,4,2,4,4,4,5,4,4,1,4,7,4,4,4,2,4
s257,4,1,6,5,1,1,1,2,1,5,5,4,4,2,1,1,6,7,7,4,1,7,1,1,5,6,6,1,7,6
s258,2,4,2,2,5,4,1,4,4,4,7,4,4,2,4,1,4,7,4,4,4,4,2,4,2,1,6,4,2,2
s259,4,1,7,7,2,1,2,7,6,7,7,5,1,4,1,6,5,7,5,7,4,2,1,2,7,7,6,2,1,6
s260,1,7,7,7,7,1,1,7,1,7,7,7,1,1,1,1,1,7,7,6,4,7,2,1,7,1,2,1,7,7
s261,2,1,1,1,1,2,2,2,5,5,7,7,4,1,2,2,5,2,4,2,4,2,2,6,7,1,2,1,2,6
s262,2,6,2,5,1,2,2,2,2,4,7,1,2,2,7,4,4,2,5,4,2,4,1,4,7,7,6,2,1,5
s263,4,4,4,7,4,7,7,4,4,4,4,4,4,4,5,7,4,4,4,4,4,4,2,4,5,1,4,2,4,4
s264,7,7,7,7,7,1,1,7,1,7,7,7,4,7,7,2,5,7,7,4,4,7,4,7,7,7,4,4,7,1
s265,2,2,4,5,5,2,2,4,2,4,7,1,1,4,4,4,4,1,4,4,4,4,2,4,5,1,4,1,2,2
s266,4,7,4,7,4,1,2,6,7,7,5,4,4,1,1,7,5,7,7,7,4,7,4,7,7,4,4,1,7,1
s267,4,2,2,4,7,7,7,4,5,4,2,4,4,1,7,2,4,3,4,1,4,2,2,7,1,1,4,1,2,2
s268,4,7,7,7,7,1,2,4,2,7,7,4,4,7,1,1,4,7,7,4,4,4,7,7,7,4,4,7,7,1
s269,4,4,4,4,4,7,4,4,4,4,4,4,2,4,7,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
s270,7,4,7,7,2,1,7,7,1,5,1,7,4,7,1,1,5,7,7,4,4,7,7,7,7,7,6,7,7,7
s271,4,1,4,5,4,1,4,4,1,1,4,1,4,2,7,1,5,7,4,7,4,7,1,7,7,7,6,1,4,4
s272,4,7,7,7,5,2,2,7,2,7,1,7,4,7,7,1,5,7,4,4,4,6,1,7,7,4,4,1,7,1
s273,4,1,4,7,4,1,4,6,6,1,5,1,4,4,7,4,4,4,4,4,4,4,4,5,4,4,5,5,5,6
s274,4,1,5,1,1,1,2,4,5,4,7,7,1,2,4,1,7,4,7,4,2,4,2,7,7,1,6,4,2,5
s275,4,4,4,5,5,7,7,4,4,4,1,4,2,4,7,7,1,1,4,4,4,4,4,4,7,1,4,1,4,4
s276,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,1,7,4,4,4,4,4,4
s277,1,7,7,5,1,2,1,1,2,7,7,7,4,1,1,1,1,7,1,2,4,1,2,1,7,1,2,1,2,1
s278,4,4,7,7,7,7,4,7,7,7,7,4,1,5,1,6,5,4,4,4,4,7,7,7,7,7,6,1,7,6
s279,4,2,4,7,7,7,4,7,4,1,7,4,5,1,5,4,4,2,4,4,2,4,4,7,5,7,4,4,4,2
s280,4,1,7,7,7,1,1,7,1,7,1,4,4,7,7,2,4,7,4,4,4,7,7,7,7,4,7,1,7,7
s281,7,7,7,7,7,1,2,4,2,7,7,7,7,7,1,2,7,7,7,4,4,7,7,7,5,4,2,1,7,7
s282,4,7,7,7,7,1,2,7,6,7,7,4,4,7,1,5,5,7,5,4,4,7,4,7,7,7,6,1,7,7
s283,4,4,5,7,4,7,7,7,7,4,4,4,5,1,1,1,4,1,4,5,1,4,7,7,5,5,4,4,4,4
s284,4,4,5,7,7,7,4,4,4,4,4,4,5,1,7,4,4,1,1,4,1,4,4,4,7,4,4,4,4,4
s285,4,4,4,1,4,4,2,4,2,4,4,4,4,4,4,6,5,7,4,5,4,4,4,4,5,4,4,4,3,4
s286,4,2,4,1,4,7,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
s287,4,1,7,1,6,1,2,6,2,5,1,5,4,2,2,3,5,4,1,4,4,7,7,7,7,7,6,2,1,6
s288,4,4,5,1,7,7,4,6,7,4,6,4,4,4,7,7,6,7,4,5,2,7,1,1,5,7,6,1,6,7
s289,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
s290,4,4,7,7,4,4,4,4,4,5,7,1,5,1,5,5,4,2,5,4,2,5,4,4,7,4,4,4,4,7
s291,4,4,4,4,4,1,4,5,1,4,5,4,4,4,5,5,4,5,4,4,4,4,1,4,5,5,5,2,4,4
s292,4,5,1,7,7,1,4,5,1,4,7,4,4,7,7,1,4,4,4,4,4,4,7,4,5,4,4,4,4,4
s293,4,1,6,5,5,1,2,7,1,7,1,4,4,2,7,1,5,7,7,5,4,7,2,7,7,1,6,2,5,1
s294,4,7,5,1,7,1,2,1,2,7,1,7,2,2,1,2,2,4,4,2,2,2,2,1,7,7,2,1,1,7
s295,4,7,4,7,4,2,5,7,7,7,2,1,1,2,7,7,4,1,1,4,2,7,7,7,7,4,1,4,7,7
s296,4,1,4,7,4,1,7,4,7,4,4,4,5,4,1,7,4,1,1,7,1,4,4,7,5,4,4,4,4,4
s297,4,1,7,4,4,4,7,4,1,4,4,4,4,7,5,7,4,7,5,4,4,4,7,7,7,4,6,4,7,7
s298,4,1,4,1,4,1,4,2,7,1,4,4,2,4,5,4,4,4,4,4,4,4,4,5,4,6,4,4,4,4
s299,4,4,4,4,4,7,7,4,4,4,4,4,4,4,7,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4
s300,4,4,4,7,4,7,7,2,4,2,4,4,4,4,7,7,4,4,4,4,4,4,2,4,4,4,4,4,4,4
s301,2,1,7,1,5,1,6,4,2,5,7,7,2,2,4,4,5,2,4,2,2,4,2,4,7,4,4,4,2,4
s302,2,1,1,5,6,1,2,2,1,4,1,4,4,1,2,2,4,4,1,2,2,4,2,4,2,1,6,2,2,5
s303,4,7,2,7,7,7,2,7,1,7,1,7,1,2,2,2,4,1,5,4,1,4,4,7,7,4,7,7,6,1
s304,4,1,1,7,7,2,1,4,1,5,7,7,4,7,4,2,4,7,1,7,4,4,2,7,7,4,2,2,1,1
s305,4,4,7,5,1,4,4,2,2,7,7,4,2,1,7,7,5,7,2,2,4,2,4,2,7,1,2,1,2,2
s306,4,5,7,7,5,1,2,7,7,7,7,1,5,5,1,1,5,1,5,4,1,4,7,7,7,7,7,4,7,6
s307,4,7,4,7,4,7,5,5,5,7,5,7,4,4,1,1,4,7,7,7,4,7,4,4,7,4,4,4,4,5
s308,4,1,5,5,4,7,1,4,1,4,7,1,4,4,7,6,5,1,4,6,4,4,2,5,5,1,6,1,4,4
s309,4,4,7,4,4,4,4,4,1,4,4,4,4,4,5,1,4,6,4,4,4,4,4,4,5,4,4,4,4,5
s310,2,1,2,1,1,1,2,2,2,4,2,4,1,2,2,6,5,7,4,2,4,4,2,4,1,2,4,2,2,5
s311,4,2,7,1,2,7,7,1,2,1,1,2,2,2,7,7,2,2,1,2,4,2,2,7,1,2,2,1,2,6
s312,4,4,1,2,4,4,2,4,5,4,2,4,2,2,4,2,4,2,4,2,4,4,2,4,5,1,4,4,2,4
s313,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,5
s314,2,4,1,4,2,1,4,4,2,4,1,4,4,2,7,5,4,1,2,4,4,2,1,6,7,1,4,1,2,5
s315,4,1,1,7,2,1,2,4,1,7,7,4,4,7,7,7,5,1,7,5,4,4,1,7,7,4,7,7,5,5
s316,2,4,2,1,2,2,4,4,2,4,1,2,2,2,1,4,4,2,1,2,4,4,2,7,7,4,4,1,2,2
s317,7,7,7,7,7,1,2,7,2,7,7,7,4,7,1,1,4,7,7,7,4,7,1,7,7,4,1,1,7,1
s318,2,6,7,1,1,1,2,4,2,7,1,5,2,2,4,2,4,2,6,2,2,4,2,7,7,7,6,1,1,5
s319,4,1,2,2,5,4,7,4,4,4,6,4,4,4,4,7,4,2,1,4,4,4,4,4,2,4,4,1,2,5
s320,4,2,4,4,4,1,2,4,2,1,7,4,4,4,6,6,4,4,2,4,4,4,2,4,7,4,4,1,4,6
s321,4,1,4,7,4,7,5,4,5,7,2,5,5,2,4,4,4,1,5,4,4,4,4,4,4,4,7,4,4,7
s322,7,7,7,7,7,1,1,7,1,5,7,4,7,7,7,1,4,7,7,4,7,7,4,7,7,7,4,1,7,7
s323,4,4,4,7,4,2,2,6,4,4,6,4,4,4,7,5,4,4,4,4,4,4,4,6,5,6,4,5,4,6
s324,4,4,4,1,7,7,4,7,7,7,7,1,5,1,1,5,5,1,5,4,1,4,7,7,7,4,5,1,7,6
s325,4,5,4,7,7,7,2,5,2,7,7,7,4,7,4,2,5,4,5,4,4,7,4,7,7,4,4,4,7,7
s326,2,1,2,5,1,1,7,7,1,7,7,7,1,1,5,1,4,4,1,2,1,5,2,2,7,2,6,1,2,5
s327,4,4,2,4,5,1,7,4,1,4,2,4,4,4,7,1,4,4,4,4,2,4,4,2,7,1,2,1,2,4
s328,1,7,1,5,7,1,1,1,1,7,7,7,1,1,1,2,5,4,7,4,4,7,2,1,7,1,2,2,1,1
s329,4,4,5,1,4,1,7,2,2,1,6,4,4,3,5,2,4,1,4,4,4,4,4,5,5,1,4,5,2,5
s330,4,1,2,7,7,1,2,4,2,7,2,5,4,7,4,4,4,2,4,4,4,4,1,4,7,4,7,7,5,7
s331,4,4,1,1,7,4,4,4,4,4,7,1,5,1,5,4,4,1,1,4,1,5,4,4,7,4,5,4,4,4
s332,4,4,4,2,4,1,7,2,4,4,1,1,4,4,4,7,4,4,4,4,4,4,4,2,4,2,4,1,2,4
s333,4,7,7,7,7,1,1,4,1,7,1,7,4,7,7,2,5,7,7,4,4,7,4,7,7,4,1,7,7,7
s334,4,4,4,1,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
s335,2,2,7,5,1,1,2,2,1,6,1,7,4,2,2,4,4,4,2,2,2,4,2,6,6,2,4,1,2,6
s336,4,2,4,1,4,7,7,4,4,4,4,4,5,2,7,7,4,2,4,4,4,4,4,4,5,4,4,4,4,4
s337,2,2,7,2,1,1,7,2,2,2,1,4,2,1,1,7,4,1,2,2,2,4,2,7,7,1,7,1,2,5
s338,4,7,4,5,7,1,2,4,2,7,7,7,2,2,5,2,5,7,7,4,4,6,7,7,5,1,4,4,5,6
s339,4,4,1,1,7,1,2,2,2,4,7,4,4,1,7,1,5,4,4,2,4,2,1,1,1,1,1,1,1,7
s340,4,7,4,4,7,2,2,7,1,4,1,5,4,4,4,4,4,4,1,4,4,4,4,7,7,4,7,4,4,7
s341,2,1,2,1,5,1,2,4,2,4,7,1,1,4,1,7,5,2,5,2,2,4,1,6,7,7,4,1,2,5
s342,4,7,7,7,7,1,1,7,1,7,1,4,4,7,7,4,4,7,4,4,4,7,4,4,4,4,1,7,7,7
s343,2,1,1,7,1,1,2,2,1,7,1,7,2,2,2,2,2,7,2,4,1,5,1,2,7,1,6,1,1,1
s344,4,2,4,4,4,1,2,4,2,4,6,4,4,2,7,2,5,6,4,4,4,4,4,4,7,4,4,1,6,6
s345,4,1,7,1,5,1,2,1,1,5,6,4,2,2,7,1,7,4,7,4,4,6,2,1,5,4,5,2,1,1
s346,4,4,4,5,5,1,2,6,4,4,6,4,2,2,4,4,5,6,6,4,2,4,1,4,5,1,6,5,1,1
s347,4,1,4,7,5,1,2,4,5,7,2,1,1,4,4,5,4,1,1,4,4,4,4,4,7,4,5,1,5,6
s348,1,7,7,5,7,2,1,7,1,7,1,7,1,2,7,2,5,7,7,4,2,7,1,2,7,1,2,2,5,1
s349,4,5,5,4,7,1,4,5,7,4,4,1,5,7,5,5,4,1,1,4,1,4,7,4,5,4,5,4,5,5
s350,4,4,4,5,5,7,4,4,2,4,2,4,4,2,4,2,4,4,4,4,4,4,2,4,2,4,4,1,2,4
s351,4,2,4,4,5,1,7,4,4,4,1,4,4,4,7,4,4,4,4,4,4,4,7,4,2,4,4,2,2,4
s352,4,7,5,7,5,7,1,4,5,5,7,5,1,4,5,4,4,5,5,4,5,4,4,7,5,4,7,4,7,5
s353,4,4,2,4,7,7,7,6,1,2,1,4,2,2,7,7,2,2,1,2,4,2,2,2,2,6,2,1,2,6
s354,2,1,4,5,5,1,2,4,5,4,7,5,2,1,5,7,5,4,4,4,2,4,1,7,5,7,4,4,4,4
s355,4,1,4,7,4,7,2,1,6,1,7,1,4,2,4,5,5,4,4,4,4,4,1,7,5,5,4,1,4,4
s356,1,7,7,5,7,1,7,7,1,7,7,7,4,2,2,2,4,7,7,7,2,7,7,2,7,7,4,2,1,7
s357,4,4,7,7,7,7,1,7,1,4,7,4,4,2,1,7,1,7,7,7,2,7,2,7,7,7,7,1,7,7
s358,4,5,4,1,4,1,7,7,7,5,7,4,4,7,1,7,5,7,7,7,4,7,4,7,7,4,6,1,7,7
s359,4,4,7,1,4,7,7,4,1,4,4,4,2,4,7,7,4,2,4,2,4,4,2,5,7,1,7,1,2,5
s360,4,4,3,5,4,4,6,4,4,4,4,4,4,4,5,5,4,4,3,4,4,4,4,4,5,4,4,2,2,5
s361,4,4,4,4,4,4,4,4,1,4,5,4,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4
s362,4,4,4,4,4,1,7,4,4,4,1,4,4,4,7,7,1,4,4,4,4,4,4,5,4,2,2,1,2,3
s363,4,4,2,4,7,7,7,2,2,4,1,4,2,2,1,2,4,2,4,2,2,4,2,2,7,1,2,1,2,2
s364,4,1,4,7,4,7,4,4,4,4,7,4,5,5,4,5,5,2,4,5,4,4,4,4,7,5,6,4,4,7
s365,4,4,2,1,4,7,7,4,4,4,7,4,4,4,7,7,4,2,4,4,4,4,2,7,2,4,4,4,2,2
s366,7,7,7,7,7,2,1,4,2,7,7,7,4,7,7,7,4,7,5,4,4,4,7,4,7,4,4,4,4,7
s367,4,7,4,7,4,1,1,4,1,5,6,4,4,4,1,5,5,5,7,4,4,7,1,7,5,4,4,1,7,7
s368,4,4,4,1,7,7,2,4,2,1,7,4,4,7,2,6,5,2,2,4,4,4,2,7,7,4,4,7,6,6
s369,4,1,5,5,5,7,2,4,2,4,2,5,2,2,7,7,5,2,1,6,4,4,2,4,7,6,6,4,2,6
s370,4,2,4,2,5,1,7,2,2,4,6,1,4,4,7,7,4,4,4,4,4,4,2,4,7,2,4,1,2,4
s371,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,1,4,4,4,4
s372,4,1,7,4,4,4,4,4,1,4,7,1,5,1,4,4,4,2,1,2,2,4,1,7,7,4,4,4,2,2
s373,4,7,2,7,1,1,2,4,5,7,1,7,7,2,4,2,4,7,7,5,4,4,4,4,7,4,6,4,5,7
s374,4,7,4,5,5,2,2,7,2,7,7,7,4,4,5,5,4,4,4,4,4,4,4,4,7,6,4,4,6,6
s375,7,7,7,7,7,1,2,7,2,7,1,7,4,7,7,1,1,7,7,4,4,7,1,7,7,7,4,2,7,7
s376,4,4,2,7,7,7,4,4,2,4,7,4,1,5,7,7,4,1,4,4,2,4,1,7,7,4,7,4,4,4
s377,4,1,7,7,7,7,4,7,7,1,7,4,1,1,7,7,5,7,5,4,4,7,4,7,5,4,6,7,7,7
s378,4,7,7,7,1,1,1,7,1,7,7,7,4,2,1,2,2,7,7,7,4,7,1,7,7,7,7,1,7,1
s379,1,7,7,7,7,1,1,7,1,7,7,5,4,1,7,7,1,7,1,4,4,7,7,7,7,7,1,2,7,1
s380,2,4,7,5,1,2,2,4,1,7,7,5,2,1,3,2,4,2,2,2,2,2,1,2,7,1,4,2,2,5
s381,4,4,4,7,4,1,4,4,4,4,4,4,1,1,4,4,5,1,1,4,4,5,4,4,5,5,4,4,4,4
s382,4,4,4,4,5,1,7,4,2,4,1,4,4,4,7,7,4,4,4,4,4,4,6,5,2,2,4,1,2,4
s383,4,1,7,7,5,2,4,5,1,4,2,5,1,1,7,5,5,2,5,4,4,4,4,7,7,4,4,1,4,4
s384,4,4,2,2,2,7,7,4,5,4,7,4,4,4,7,7,1,2,1,2,2,4,6,7,7,2,7,1,2,6
s385,4,1,4,1,4,7,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
s386,4,1,4,4,7,1,7,1,4,7,1,4,4,2,4,4,4,4,4,4,2,4,2,2,1,2,4,1,2,4
s387,4,1,7,1,1,1,7,2,2,2,1,7,2,1,7,7,2,7,2,2,4,4,2,2,1,2,7,1,2,5
s388,7,7,7,7,7,1,2,7,1,7,1,7,4,7,7,1,1,7,7,4,4,7,7,7,7,4,4,7,7,7
s389,4,4,2,4,7,1,7,6,2,2,1,4,4,4,7,7,4,2,1,2,4,4,2,2,2,6,2,1,2,2
s390,4,4,4,4,5,7,7,2,2,4,6,4,4,4,7,7,4,4,4,2,4,4,2,4,7,1,4,1,2,2
s391,4,4,7,4,4,1,4,6,6,5,6,4,4,4,1,1,6,7,4,6,4,7,2,7,5,7,6,1,6,6
s392,4,1,4,1,4,7,7,4,4,1,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
s393,4,7,4,4,5,1,2,4,2,5,2,7,4,2,4,4,4,4,4,4,4,4,4,7,7,4,4,1,5,6
s394,4,7,7,7,4,1,2,5,2,5,6,5,4,7,7,1,4,7,7,4,4,5,4,4,7,4,6,4,7,7
s395,4,4,1,7,7,7,7,4,2,1,7,4,4,7,4,7,4,2,1,4,4,4,2,7,7,4,4,1,2,4
s396,2,7,2,1,1,1,2,4,5,7,7,7,1,1,2,7,4,7,4,2,2,4,2,7,7,2,4,1,5,1
s397,4,1,4,7,5,2,2,4,5,5,2,7,4,2,7,4,4,4,4,4,4,5,4,6,7,4,5,6,6,6
s398,4,4,2,4,4,2,2,4,2,4,6,4,4,4,4,6,5,4,4,4,4,4,4,5,4,4,4,1,4,6
s399,4,4,4,7,7,4,7,4,4,4,7,4,4,7,4,5,5,7,4,4,4,4,4,7,5,4,5,4,7,7
s400,2,7,7,7,4,6,2,4,1,7,7,4,2,2,1,7,5,7,7,4,2,7,2,1,7,1,4,2,4,4
