persona_id,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30
s220,1,1,1,2,1,1,4,1,1,1,1,1,3,1,3,1,6,1,1,1,1,1,4,1,1,1,1,3,1,1
s221,1,1,1,1,1,1,4,1,1,1,1,1,2,1,3,3,6,6,1,3,1,1,1,1,1,1,3,3,1,3
s222,6,1,1,6,1,1,1,1,1,6,3,1,6,3,3,3,6,1,1,3,3,1,1,1,1,1,2,3,1,1
s223,3,1,2,1,4,1,4,1,1,1,1,3,4,4,3,3,6,4,1,3,3,1,1,1,3,3,3,3,4,3
s224,3,6,3,3,1,1,4,1,4,6,1,6,6,4,3,4,6,6,1,4,3,6,4,1,6,3,4,3,4,3
s225,6,1,3,6,3,1,4,3,3,6,1,1,6,3,3,3,6,1,1,3,6,6,1,1,1,1,3,3,1,6
s226,1,1,1,6,1,1,1,1,1,7,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1
s227,6,6,6,6,1,1,1,7,1,6,6,6,6,3,3,6,6,3,6,2,3,6,6,3,3,3,1,6,1,6
s228,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,2,6,1,1,1,1,4,4,4,1,1,1,3,1,1
s229,6,1,1,1,1,1,1,1,1,1,1,7,6,1,1,1,6,1,1,1,1,6,7,1,1,1,1,1,1,6
s230,3,1,3,3,4,1,4,3,4,3,3,3,4,4,3,3,6,1,1,3,3,3,3,4,3,3,3,3,1,3
s231,3,1,1,3,2,1,1,1,3,1,1,3,6,4,3,1,4,1,1,3,3,4,4,4,3,1,3,3,2,3
s232,1,1,1,2,1,1,1,1,1,1,1,1,6,2,1,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1
s233,6,6,6,6,1,1,6,1,6,6,6,6,6,6,3,1,6,6,6,1,6,6,6,4,1,3,4,6,6,6
s234,3,1,1,3,4,1,1,1,1,6,1,1,1,6,4,1,6,6,1,1,6,6,4,4,1,1,4,6,4,2
s235,6,6,6,6,1,1,4,6,1,6,1,6,6,6,6,6,6,6,6,1,3,6,6,4,6,3,6,6,6,6
s236,6,6,6,6,6,1,1,1,6,6,6,6,6,6,3,1,6,6,6,6,1,6,6,3,6,2,1,6,1,6
s237,6,1,1,7,1,1,4,7,4,1,1,7,6,6,1,4,6,6,1,6,3,6,6,3,2,3,6,1,6,1
s238,6,1,6,6,2,1,2,1,1,6,1,6,6,6,1,2,6,1,6,2,3,1,6,2,1,1,1,6,6,6
s239,2,1,1,4,1,1,1,1,1,3,1,1,1,4,3,1,7,4,1,1,2,1,1,1,1,1,1,1,1,1
s240,2,1,2,2,4,1,4,1,4,3,1,4,6,4,3,4,6,4,2,3,1,1,1,4,2,3,4,3,4,3
s241,6,6,6,6,1,1,2,6,1,6,6,6,6,6,1,6,6,6,6,1,6,6,6,6,1,1,1,6,6,6
s242,6,6,6,6,1,1,1,6,1,1,6,6,6,6,1,1,6,6,6,1,6,1,6,1,2,1,1,1,1,6
s243,1,1,2,1,1,1,1,1,1,1,2,1,7,1,2,1,7,1,1,1,2,1,1,1,2,1,1,2,1,1
s244,6,6,6,6,1,1,1,6,1,6,1,6,6,6,1,1,6,6,6,1,6,6,6,1,1,1,6,1,1,6
s245,7,6,1,1,1,1,1,1,1,6,1,7,3,6,3,1,6,1,1,1,2,6,1,1,1,3,1,1,1,1
s246,3,1,1,3,3,1,4,1,3,6,1,4,6,3,3,1,6,1,1,3,3,3,4,4,3,1,3,3,3,3
s247,6,6,6,6,1,1,4,6,6,6,6,6,6,3,3,1,6,6,6,3,6,6,6,3,2,2,6,6,6,6
s248,6,6,6,6,6,1,4,6,6,6,1,6,6,4,4,6,6,6,6,6,3,6,4,4,4,3,4,6,6,6
s249,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s250,6,1,1,6,1,1,1,1,1,6,2,1,6,6,3,1,6,1,6,1,1,1,6,1,2,1,1,1,1,1
s251,3,1,1,1,1,1,1,1,1,3,1,1,6,1,3,3,6,1,1,1,1,3,4,1,1,1,3,3,1,3
s252,7,1,1,7,1,1,4,7,6,6,3,7,6,3,3,1,6,6,1,6,3,6,6,3,2,3,1,3,6,3
s253,3,1,1,2,1,1,4,1,1,7,1,1,6,4,3,3,6,1,2,3,3,4,1,3,1,1,1,3,1,3
s254,6,6,6,6,1,1,1,1,3,6,6,7,6,6,3,1,6,6,6,1,3,6,3,3,3,1,6,3,6,6
s255,2,1,4,1,4,1,1,1,1,1,1,1,2,4,3,1,6,1,1,1,2,1,1,1,1,3,1,1,1,1
s256,6,1,6,6,1,1,1,1,2,6,6,6,6,1,3,1,2,6,1,1,6,6,6,3,2,2,2,3,6,6
s257,1,6,1,7,1,1,1,1,1,6,1,7,6,1,3,1,2,1,6,1,6,1,1,3,1,1,2,3,1,6
s258,1,1,6,3,1,1,1,1,1,3,6,3,6,1,3,1,6,1,1,1,3,1,1,3,6,1,3,3,1,1
s259,6,6,3,6,1,1,1,6,1,6,3,1,6,6,3,1,6,6,1,1,3,1,6,1,1,1,1,3,6,6
s260,7,1,1,2,1,1,1,2,1,2,2,7,6,3,1,1,6,1,1,1,3,1,7,1,1,1,1,3,6,1
s261,6,1,1,6,1,1,1,1,1,6,2,1,6,1,1,1,2,1,1,1,1,1,6,1,1,1,1,2,6,6
s262,6,6,1,6,1,1,1,6,1,6,1,6,6,1,3,1,6,6,6,1,6,6,6,1,1,1,1,1,6,6
s263,6,6,3,6,1,1,4,1,4,6,6,6,6,3,4,4,4,3,6,1,3,6,3,4,3,3,4,6,6,6
s264,3,1,7,4,7,1,4,1,7,1,1,1,6,7,1,3,6,1,7,3,1,7,1,4,1,1,1,1,1,1
s265,6,6,6,6,1,1,1,1,1,6,6,6,6,6,3,1,6,6,6,6,6,6,6,3,1,1,1,1,6,6
s266,1,1,2,1,1,1,1,1,1,3,3,1,2,1,3,3,6,1,1,1,1,1,1,3,1,3,1,1,1,1
s267,1,1,6,6,1,1,1,7,6,6,1,1,6,1,6,1,6,6,6,1,3,6,6,6,1,2,1,6,1,6
s268,1,1,2,2,1,1,4,1,1,1,6,1,2,6,3,1,6,1,1,1,1,2,6,6,6,7,3,1,1,3
s269,6,6,6,6,1,1,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6
s270,2,1,2,1,1,1,1,1,1,1,1,1,2,4,3,3,6,1,1,1,1,1,1,1,1,1,1,3,1,4
s271,7,7,2,7,2,1,2,1,2,3,3,3,2,3,3,1,3,1,2,3,3,1,2,3,1,2,1,3,1,1
s272,1,2,2,3,1,1,1,2,3,3,3,7,6,2,3,3,6,3,1,3,1,4,2,3,1,3,3,3,1,3
s273,6,6,6,6,1,1,4,1,1,6,6,1,6,6,3,1,6,1,6,6,6,6,6,3,1,6,1,3,6,6
s274,6,1,2,1,1,1,1,1,1,6,2,1,6,1,3,1,6,2,1,2,1,6,1,1,2,1,1,1,1,1
s275,6,6,6,6,6,1,1,1,6,6,1,6,6,6,1,6,6,6,6,6,1,6,6,3,1,2,1,6,6,6
s276,6,2,2,3,3,1,3,2,3,6,6,3,6,2,3,3,6,6,2,1,3,4,6,3,2,3,3,3,1,3
s277,1,1,6,6,1,1,1,1,1,7,1,1,6,7,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1
s278,6,1,2,6,2,1,1,1,3,6,3,6,3,3,3,3,6,6,1,3,6,4,1,1,3,1,3,3,1,3
s279,6,6,1,6,1,1,4,6,1,6,1,1,1,6,2,1,6,6,1,6,6,1,6,6,1,1,1,1,1,1
s280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1
s281,1,1,2,2,1,1,1,1,1,1,2,1,4,1,1,2,3,1,1,1,3,1,1,1,1,1,3,3,4,1
s282,3,1,4,4,4,1,4,1,4,3,6,4,3,4,3,4,6,1,1,3,3,1,1,1,3,1,3,3,4,4
s283,3,6,4,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1,6,3,1,1,4,3,1,1,3,3,1,3
s284,6,1,1,2,4,1,1,1,4,6,1,1,1,6,4,1,1,6,1,4,1,6,1,1,1,1,4,4,6,1
s285,6,6,3,3,2,1,2,3,1,1,3,6,2,3,3,1,4,6,1,2,1,3,6,3,3,3,3,3,6,6
s286,6,6,3,6,6,1,4,1,1,6,6,6,6,6,6,1,6,6,6,6,3,6,6,6,1,1,6,6,6,6
s287,6,6,3,6,1,1,1,1,1,6,6,6,6,6,3,1,6,6,1,1,3,1,1,3,2,2,1,3,6,1
s288,6,1,1,1,1,1,1,1,1,1,1,7,6,6,1,1,6,1,1,1,1,6,2,1,1,1,1,1,6,1
s289,7,1,1,7,6,1,1,7,6,6,6,1,6,6,6,1,6,1,1,1,6,6,1,6,6,1,1,6,1,6
s290,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,7,6,1,1,1,4,4,1,1,1,1,1,1,1
s291,1,1,1,7,1,1,1,2,1,6,1,7,6,3,1,1,4,1,6,3,1,1,1,1,2,1,1,3,1,1
s292,3,6,1,3,4,1,4,1,1,6,1,1,4,1,3,1,3,1,1,3,1,1,4,1,1,3,1,3,1,1
s293,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,6,1
s294,6,6,6,6,1,1,1,6,1,6,6,6,6,6,1,1,6,6,6,1,6,6,1,3,1,1,1,3,1,6
s295,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,6,6,1,1,1,1,4,1,1,1,1,1,1,1
s296,1,1,2,1,1,1,4,1,1,1,1,1,1,6,3,1,7,1,6,1,1,1,4,1,1,1,1,3,1,1
s297,3,1,4,3,4,1,4,1,4,3,1,3,3,4,3,3,6,1,4,3,3,4,1,3,3,3,3,3,4,3
s298,6,1,1,6,6,1,4,1,1,1,1,6,6,1,3,1,6,6,1,1,6,1,1,1,2,6,1,1,1,1
s299,6,6,3,6,1,1,4,6,4,6,1,6,6,4,4,6,6,6,6,6,3,6,4,4,3,3,4,4,6,6
s300,6,6,6,6,1,1,1,6,6,6,1,6,6,1,6,6,6,6,1,1,1,6,6,1,6,1,1,6,6,1
s301,6,6,1,7,1,1,1,3,1,6,1,1,6,6,3,1,6,6,6,1,1,6,6,3,1,2,1,3,6,6
s302,1,1,6,6,1,1,1,1,1,6,6,6,6,3,3,1,6,6,1,1,1,1,6,3,1,1,3,1,6,6
s303,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,7,1,1,1,6,1,2,1,7,1,2,1,1,1
s304,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,6,1,1,1,1,1,1,1,2,1,1,1,1,2
s305,6,6,6,7,1,1,1,7,1,6,6,7,6,1,3,6,6,1,6,1,1,1,6,1,6,1,1,6,1,6
s306,2,1,1,1,7,1,1,1,1,1,1,1,1,7,3,1,6,1,7,1,1,1,1,1,1,1,1,1,1,1
s307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s308,6,1,1,6,1,1,1,1,1,6,1,1,6,6,1,1,6,6,1,1,6,1,6,1,1,1,1,1,6,6
s309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1
s310,6,6,6,6,1,1,1,3,3,6,1,6,6,6,3,3,6,6,6,1,3,1,6,3,3,3,3,3,6,6
s311,6,6,6,6,1,1,1,6,1,1,1,6,6,6,1,1,6,6,1,1,6,1,6,3,1,1,1,1,1,6
s312,6,6,6,6,1,1,1,3,1,6,6,6,6,3,3,1,6,6,6,2,6,6,6,3,2,3,2,3,6,6
s313,6,6,6,6,1,1,4,6,4,6,6,6,6,4,3,4,6,6,6,6,6,6,6,4,1,6,6,3,6,6
s314,6,1,6,6,1,1,1,7,1,1,1,1,6,6,3,1,2,6,1,1,3,6,6,1,2,1,1,3,1,6
s315,1,1,6,3,3,1,4,1,3,1,3,1,3,3,3,3,4,1,1,1,3,1,1,1,2,1,1,3,6,1
s316,1,6,1,6,1,1,1,1,1,6,1,1,6,6,3,1,6,6,1,1,6,6,6,1,1,1,1,1,6,6
s317,2,1,1,2,1,1,1,1,1,1,3,1,2,3,3,2,6,1,1,3,3,2,2,1,7,3,1,3,1,1
s318,1,6,6,7,1,1,1,1,1,1,6,6,6,1,3,1,6,6,6,1,3,6,6,1,1,1,1,3,6,6
s319,6,6,6,6,1,1,1,6,3,6,1,6,6,6,3,6,6,6,6,1,6,6,6,3,2,2,1,6,6,6
s320,6,1,2,2,1,1,4,1,1,1,1,1,6,1,3,1,4,1,1,6,1,6,6,1,1,3,2,3,1,3
s321,2,1,1,1,1,1,1,1,1,1,6,1,6,1,4,4,6,1,6,1,6,6,1,4,6,1,2,3,1,1
s322,1,1,1,1,7,1,4,1,1,1,1,1,4,1,3,1,7,1,1,1,1,1,4,1,1,7,1,1,1,1
s323,6,6,6,6,3,1,4,6,3,6,6,6,6,6,3,3,6,6,6,3,6,6,6,3,3,6,3,3,1,6
s324,6,1,1,1,1,1,1,1,1,1,1,1,6,1,3,3,6,1,1,3,1,1,6,1,1,1,1,3,1,1
s325,3,1,3,4,4,1,4,2,4,3,1,4,4,4,3,4,6,4,1,3,3,4,3,4,6,6,3,3,4,3
s326,7,1,2,1,1,1,1,1,1,7,2,7,1,1,1,1,7,1,1,1,1,6,6,1,2,1,2,3,1,6
s327,6,6,6,6,1,1,6,6,1,6,6,6,6,6,3,6,6,6,6,6,1,6,6,6,1,1,1,6,6,1
s328,1,1,2,1,1,1,1,1,1,7,2,1,2,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1
s329,6,1,6,6,1,1,1,1,1,6,6,6,6,6,1,1,6,6,6,1,6,6,6,1,1,1,1,1,1,6
s330,6,1,1,2,1,1,1,1,1,1,1,1,6,2,3,2,6,1,1,4,3,6,6,3,2,1,1,1,6,1
s331,3,6,3,4,4,1,4,3,4,6,4,6,6,1,4,1,4,6,6,4,6,6,4,4,4,1,4,4,4,1
s332,6,7,6,7,6,1,1,7,6,6,1,7,6,1,3,6,6,6,6,6,3,6,6,6,1,2,1,1,1,1
s333,1,1,4,1,1,1,4,1,1,3,1,1,4,1,1,1,7,1,1,7,1,4,4,1,1,1,1,1,1,1
s334,6,6,6,6,4,1,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6
s335,6,6,1,6,1,1,1,6,1,6,6,6,6,1,3,1,6,6,6,1,6,1,6,3,1,1,1,1,1,6
s336,6,6,6,6,6,1,1,6,6,6,6,6,6,6,1,6,6,6,1,1,6,6,6,6,1,6,6,6,6,6
s337,6,6,6,6,1,1,1,1,1,6,1,6,6,1,3,6,6,6,1,1,1,1,6,3,1,2,1,6,6,6
s338,3,1,1,7,1,1,1,1,1,3,1,7,6,3,3,1,6,3,1,3,3,1,3,3,3,1,3,3,6,6
s339,6,6,6,6,1,1,1,6,1,6,1,6,6,1,3,1,6,6,6,1,6,6,6,1,1,1,6,1,1,6
s340,6,1,1,1,1,1,1,2,1,6,1,1,1,6,6,1,6,6,1,1,6,6,6,1,6,1,1,1,1,6
s341,6,6,6,6,1,1,1,1,1,6,6,6,6,6,3,1,2,6,6,6,3,6,6,1,1,1,1,3,6,6
s342,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
s343,6,1,6,7,1,1,1,1,1,6,2,1,6,1,1,1,2,6,1,1,1,1,6,1,1,1,1,1,6,1
s344,6,6,6,6,1,1,1,1,3,6,1,1,6,6,3,1,4,6,6,1,1,6,6,3,3,2,3,3,6,6
s345,6,1,1,3,1,1,1,1,3,6,1,3,6,1,3,3,6,1,1,1,3,1,6,3,3,3,3,3,6,3
s346,6,6,3,6,3,1,3,3,3,6,6,6,6,6,3,3,6,6,6,6,3,6,6,3,3,3,3,3,6,3
s347,6,1,3,3,1,1,4,1,1,6,1,6,6,6,3,3,6,1,1,3,6,6,1,1,6,2,3,3,1,6
s348,7,1,1,1,1,1,1,1,1,7,1,1,6,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,6,1
s349,3,1,1,4,1,1,4,1,4,1,4,1,6,6,4,4,6,1,6,1,6,1,4,1,1,1,1,1,1,1
s350,6,6,3,6,3,1,4,6,3,6,1,6,6,6,3,6,6,6,6,6,3,6,6,3,3,3,6,4,6,6
s351,6,6,3,6,4,1,4,3,3,6,6,3,6,4,3,3,6,3,6,3,3,6,3,4,3,3,3,6,6,6
s352,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
s353,6,6,6,6,6,1,1,6,6,6,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,3,6,6,6,6
s354,1,1,1,6,1,1,1,1,1,6,1,7,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1
s355,6,6,1,6,1,1,1,1,1,6,3,6,6,6,3,1,6,6,6,3,3,1,6,3,1,2,1,6,6,6
s356,1,2,1,7,1,1,1,1,1,7,2,1,6,1,1,1,6,1,1,1,1,2,1,1,1,1,1,1,6,1
s357,7,1,1,2,1,1,1,1,1,7,1,1,6,1,3,1,2,1,2,1,1,1,2,1,1,1,1,1,6,1
s358,3,3,2,3,4,1,1,1,3,3,3,1,3,3,3,3,6,1,1,3,3,1,1,1,2,1,3,3,1,1
s359,6,6,6,6,6,1,1,1,1,6,6,6,6,1,3,1,6,6,6,6,1,6,6,6,6,2,1,1,6,6
s360,6,6,6,6,6,1,4,6,6,6,1,6,6,6,3,6,6,6,6,1,6,6,6,4,3,6,3,6,6,6
s361,6,6,3,6,6,1,4,6,3,6,1,6,6,4,3,1,6,6,6,3,6,6,6,3,3,3,3,3,6,6
s362,6,6,1,6,1,1,6,1,6,6,6,6,6,1,3,1,6,6,6,6,1,6,1,6,1,2,6,6,6,6
s363,6,6,6,6,1,1,1,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1,1,6,1,6
s364,6,1,1,3,1,1,4,1,1,1,1,6,6,6,1,1,6,6,1,1,6,6,6,1,1,1,1,3,1,3
s365,6,6,1,7,1,1,1,1,1,6,6,7,1,1,1,1,6,1,1,1,1,1,6,6,6,1,1,6,6,6
s366,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1
s367,1,1,4,1,1,1,1,1,1,3,1,1,1,3,3,3,3,4,1,1,1,4,1,3,1,1,3,1,6,1
s368,6,6,2,7,2,1,4,1,4,6,1,6,6,3,3,4,6,1,1,1,3,6,6,1,2,3,4,3,1,3
s369,6,1,6,3,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,6,1,6,1,1,3,1,6
s370,6,6,1,6,6,1,6,6,1,6,6,6,6,6,1,6,6,6,6,1,6,6,6,6,1,1,1,6,6,6
s371,6,6,3,6,4,1,4,3,3,6,6,6,6,6,4,4,6,6,6,1,3,6,3,3,4,6,6,6,6,6
s372,1,6,1,3,1,1,1,1,1,6,1,7,6,2,1,1,6,6,1,1,3,1,7,4,6,3,1,3,6,1
s373,6,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1
s374,6,1,6,6,1,1,4,1,1,6,6,6,6,6,6,3,6,6,1,6,6,6,6,1,6,3,1,3,1,6
s375,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1
s376,7,1,1,1,1,1,4,1,1,1,1,1,1,4,2,1,6,1,1,4,2,1,1,4,1,1,1,4,1,1
s377,2,1,2,3,1,1,1,1,1,6,1,1,6,1,3,3,6,1,6,3,1,1,1,1,1,3,3,3,1,3
s378,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
s379,1,1,1,1,1,1,1,1,1,1,2,7,6,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,6,1
s380,6,7,6,7,1,1,1,1,1,6,2,7,6,3,1,1,2,6,6,2,3,1,6,1,1,1,1,2,1,7
s381,3,3,3,3,4,1,4,3,4,6,4,6,3,4,3,4,4,6,1,4,3,4,4,4,3,3,4,3,4,3
s382,6,6,3,6,1,1,1,6,6,6,1,6,6,6,3,6,6,6,6,1,6,6,6,6,1,3,4,6,6,6
s383,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,6,1
s384,6,6,6,6,1,1,6,6,1,6,6,1,6,1,1,1,6,6,6,1,3,6,1,3,1,6,6,6,6,6
s385,1,7,6,7,6,1,1,1,6,1,6,7,6,4,6,1,6,1,1,1,1,6,6,6,1,1,1,6,6,6
s386,6,6,6,6,2,1,2,6,1,6,1,6,6,3,3,6,6,6,6,6,3,6,6,6,3,2,1,6,6,6
s387,1,1,6,6,1,1,1,7,1,1,1,1,6,6,6,1,6,6,6,1,1,1,6,1,1,1,1,1,1,1
s388,1,1,1,2,1,1,1,1,1,3,1,1,2,4,3,1,7,1,1,1,1,1,4,4,1,1,1,3,1,3
s389,6,6,6,6,1,1,1,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,3,2,2,1,3,6,6
s390,6,6,6,6,1,1,1,6,6,1,1,6,6,6,1,6,6,6,6,6,3,6,6,6,1,1,6,6,6,6
s391,1,6,1,6,1,1,1,1,1,6,1,7,6,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,6,1
s392,6,6,3,6,1,1,1,6,6,6,6,6,6,6,6,1,6,6,1,1,6,6,6,6,6,6,6,6,6,6
s393,6,6,6,6,3,1,4,3,3,6,1,6,6,6,3,3,6,6,6,3,6,6,6,3,6,3,3,3,6,6
s394,1,1,2,1,1,1,1,2,1,1,1,1,6,2,3,1,1,6,1,1,1,1,6,1,1,1,1,3,1,1
s395,6,1,6,2,4,1,4,1,6,3,3,6,6,3,3,2,6,1,1,3,3,6,6,4,6,1,3,3,1,3
s396,6,1,1,7,1,1,1,1,1,6,6,7,6,1,3,1,6,1,1,1,3,1,6,1,1,1,1,3,1,6
s397,6,6,6,6,3,1,3,3,3,6,1,6,6,6,3,3,6,6,6,3,6,6,6,3,3,3,3,3,6,6
s398,6,6,6,6,1,1,6,6,6,6,6,6,6,6,1,6,6,1,6,1,3,1,6,1,1,2,6,1,6,6
s399,3,1,4,2,4,1,4,2,3,3,6,4,6,6,3,3,6,6,1,3,3,1,1,4,6,3,3,3,4,3
s400,7,1,1,2,1,1,1,1,1,6,2,1,6,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,6,1
